DriverId,Rating,Position,TeamId,Engine,Season
stroll,83.0,19.0,aston_martin,mercedes,2021
vettel,89.0,20.0,aston_martin,mercedes,2021
max_verstappen,95.0,1.0,red_bull,rbpt,2021
russell,84.0,2.0,williams,mercedes,2021
hamilton,95.0,3.0,mercedes,mercedes,2021
ricciardo,90.0,4.0,mclaren,mercedes,2021
vettel,89.0,5.0,aston_martin,mercedes,2021
gasly,90.0,6.0,rb,rbpt,2021
ocon,86.0,7.0,alpine,renault,2021
leclerc,88.0,8.0,ferrari,ferrari,2021
latifi,71.0,9.0,williams,mercedes,2021
sainz,87.0,10.0,ferrari,ferrari,2021
alonso,89.0,11.0,alpine,renault,2021
bottas,92.0,12.0,mercedes,mercedes,2021
giovinazzi,79.0,13.0,sauber,ferrari,2021
norris,91.0,14.0,mclaren,mercedes,2021
tsunoda,82.0,15.0,rb,rbpt,2021
mick_schumacher,76.0,16.0,haas,ferrari,2021
mazepin,67.0,17.0,haas,ferrari,2021
raikkonen,87.0,18.0,sauber,ferrari,2021
perez,87.0,19.0,red_bull,rbpt,2021
stroll,83.0,20.0,aston_martin,mercedes,2021
max_verstappen,95.0,1.0,red_bull,rbpt,2021
hamilton,95.0,2.0,mercedes,mercedes,2021
bottas,92.0,3.0,mercedes,mercedes,2021
gasly,90.0,4.0,rb,rbpt,2021
leclerc,88.0,5.0,ferrari,ferrari,2021
alonso,89.0,6.0,alpine,renault,2021
sainz,87.0,7.0,ferrari,ferrari,2021
perez,87.0,8.0,red_bull,rbpt,2021
ocon,86.0,9.0,alpine,renault,2021
norris,91.0,10.0,mclaren,mercedes,2021
ricciardo,90.0,11.0,mclaren,mercedes,2021
stroll,83.0,12.0,aston_martin,mercedes,2021
vettel,89.0,13.0,aston_martin,mercedes,2021
giovinazzi,79.0,14.0,sauber,ferrari,2021
kubica,,15.0,sauber,ferrari,2021
latifi,71.0,16.0,williams,mercedes,2021
russell,84.0,17.0,williams,mercedes,2021
mick_schumacher,76.0,18.0,haas,ferrari,2021
tsunoda,82.0,19.0,rb,rbpt,2021
mazepin,67.0,20.0,haas,ferrari,2021
ricciardo,90.0,1.0,mclaren,mercedes,2021
norris,91.0,2.0,mclaren,mercedes,2021
bottas,92.0,3.0,mercedes,mercedes,2021
leclerc,88.0,4.0,ferrari,ferrari,2021
perez,87.0,5.0,red_bull,rbpt,2021
sainz,87.0,6.0,ferrari,ferrari,2021
stroll,83.0,7.0,aston_martin,mercedes,2021
alonso,89.0,8.0,alpine,renault,2021
russell,84.0,9.0,williams,mercedes,2021
ocon,86.0,10.0,alpine,renault,2021
latifi,71.0,11.0,williams,mercedes,2021
vettel,89.0,12.0,aston_martin,mercedes,2021
giovinazzi,79.0,13.0,sauber,ferrari,2021
kubica,,14.0,sauber,ferrari,2021
mick_schumacher,76.0,15.0,haas,ferrari,2021
mazepin,67.0,16.0,haas,ferrari,2021
hamilton,95.0,17.0,mercedes,mercedes,2021
max_verstappen,95.0,18.0,red_bull,rbpt,2021
gasly,90.0,19.0,rb,rbpt,2021
tsunoda,82.0,20.0,rb,rbpt,2021
hamilton,95.0,1.0,mercedes,mercedes,2021
max_verstappen,95.0,2.0,red_bull,rbpt,2021
sainz,87.0,3.0,ferrari,ferrari,2021
ricciardo,90.0,4.0,mclaren,mercedes,2021
bottas,92.0,5.0,mercedes,mercedes,2021
alonso,89.0,6.0,alpine,renault,2021
norris,91.0,7.0,mclaren,mercedes,2021
raikkonen,87.0,8.0,sauber,ferrari,2021
perez,87.0,9.0,red_bull,rbpt,2021
russell,84.0,10.0,williams,mercedes,2021
stroll,83.0,11.0,aston_martin,mercedes,2021
vettel,89.0,12.0,aston_martin,mercedes,2021
gasly,90.0,13.0,rb,rbpt,2021
ocon,86.0,14.0,alpine,renault,2021
leclerc,88.0,15.0,ferrari,ferrari,2021
giovinazzi,79.0,16.0,sauber,ferrari,2021
tsunoda,82.0,17.0,rb,rbpt,2021
mazepin,67.0,18.0,haas,ferrari,2021
latifi,71.0,19.0,williams,mercedes,2021
mick_schumacher,76.0,20.0,haas,ferrari,2021
bottas,92.0,1.0,mercedes,mercedes,2021
max_verstappen,95.0,2.0,red_bull,rbpt,2021
perez,87.0,3.0,red_bull,rbpt,2021
leclerc,88.0,4.0,ferrari,ferrari,2021
hamilton,95.0,5.0,mercedes,mercedes,2021
gasly,90.0,6.0,rb,rbpt,2021
norris,91.0,7.0,mclaren,mercedes,2021
sainz,87.0,8.0,ferrari,ferrari,2021
stroll,83.0,9.0,aston_martin,mercedes,2021
ocon,86.0,10.0,alpine,renault,2021
giovinazzi,79.0,11.0,sauber,ferrari,2021
raikkonen,87.0,12.0,sauber,ferrari,2021
ricciardo,90.0,13.0,mclaren,mercedes,2021
tsunoda,82.0,14.0,rb,rbpt,2021
russell,84.0,15.0,williams,mercedes,2021
alonso,89.0,16.0,alpine,renault,2021
latifi,71.0,17.0,williams,mercedes,2021
vettel,89.0,18.0,aston_martin,mercedes,2021
mick_schumacher,76.0,19.0,haas,ferrari,2021
mazepin,67.0,20.0,haas,ferrari,2021
max_verstappen,95.0,1.0,red_bull,rbpt,2021
hamilton,95.0,2.0,mercedes,mercedes,2021
perez,87.0,3.0,red_bull,rbpt,2021
leclerc,88.0,4.0,ferrari,ferrari,2021
ricciardo,90.0,5.0,mclaren,mercedes,2021
bottas,92.0,6.0,mercedes,mercedes,2021
sainz,87.0,7.0,ferrari,ferrari,2021
norris,91.0,8.0,mclaren,mercedes,2021
tsunoda,82.0,9.0,rb,rbpt,2021
vettel,89.0,10.0,aston_martin,mercedes,2021
giovinazzi,79.0,11.0,sauber,ferrari,2021
stroll,83.0,12.0,aston_martin,mercedes,2021
raikkonen,87.0,13.0,sauber,ferrari,2021
russell,84.0,14.0,williams,mercedes,2021
latifi,71.0,15.0,williams,mercedes,2021
mick_schumacher,76.0,16.0,haas,ferrari,2021
mazepin,67.0,17.0,haas,ferrari,2021
alonso,89.0,18.0,alpine,renault,2021
ocon,86.0,19.0,alpine,renault,2021
gasly,90.0,20.0,rb,rbpt,2021
max_verstappen,95.0,1.0,red_bull,rbpt,2021
hamilton,95.0,2.0,mercedes,mercedes,2021
perez,87.0,3.0,red_bull,rbpt,2021
gasly,90.0,4.0,rb,rbpt,2021
leclerc,88.0,5.0,ferrari,ferrari,2021
sainz,87.0,6.0,ferrari,ferrari,2021
vettel,89.0,7.0,aston_martin,mercedes,2021
raikkonen,87.0,8.0,sauber,ferrari,2021
alonso,89.0,9.0,alpine,renault,2021
norris,91.0,10.0,mclaren,mercedes,2021
giovinazzi,79.0,11.0,sauber,ferrari,2021
ricciardo,90.0,12.0,mclaren,mercedes,2021
ocon,86.0,13.0,alpine,renault,2021
stroll,83.0,14.0,aston_martin,mercedes,2021
bottas,92.0,15.0,mercedes,mercedes,2021
russell,84.0,16.0,williams,mercedes,2021
latifi,71.0,17.0,williams,mercedes,2021
mazepin,67.0,18.0,haas,ferrari,2021
mick_schumacher,76.0,19.0,haas,ferrari,2021
tsunoda,82.0,20.0,rb,rbpt,2021
hamilton,95.0,1.0,mercedes,mercedes,2021
max_verstappen,95.0,2.0,red_bull,rbpt,2021
bottas,92.0,3.0,mercedes,mercedes,2021
perez,87.0,4.0,red_bull,rbpt,2021
leclerc,88.0,5.0,ferrari,ferrari,2021
sainz,87.0,6.0,ferrari,ferrari,2021
gasly,90.0,7.0,rb,rbpt,2021
ocon,86.0,8.0,alpine,renault,2021
alonso,89.0,9.0,alpine,renault,2021
norris,91.0,10.0,mclaren,mercedes,2021
vettel,89.0,11.0,aston_martin,mercedes,2021
raikkonen,87.0,12.0,sauber,ferrari,2021
russell,84.0,13.0,williams,mercedes,2021
giovinazzi,79.0,14.0,sauber,ferrari,2021
tsunoda,82.0,15.0,rb,rbpt,2021
latifi,71.0,16.0,williams,mercedes,2021
mazepin,67.0,17.0,haas,ferrari,2021
mick_schumacher,76.0,18.0,haas,ferrari,2021
ricciardo,90.0,19.0,mclaren,mercedes,2021
stroll,83.0,20.0,aston_martin,mercedes,2021
hamilton,95.0,1.0,mercedes,mercedes,2021
max_verstappen,95.0,2.0,red_bull,rbpt,2021
alonso,89.0,3.0,alpine,renault,2021
perez,87.0,4.0,red_bull,rbpt,2021
ocon,86.0,5.0,alpine,renault,2021
stroll,83.0,6.0,aston_martin,mercedes,2021
sainz,87.0,7.0,ferrari,ferrari,2021
leclerc,88.0,8.0,ferrari,ferrari,2021
norris,91.0,9.0,mclaren,mercedes,2021
vettel,89.0,10.0,aston_martin,mercedes,2021
gasly,90.0,11.0,rb,rbpt,2021
ricciardo,90.0,12.0,mclaren,mercedes,2021
tsunoda,82.0,13.0,rb,rbpt,2021
raikkonen,87.0,14.0,sauber,ferrari,2021
giovinazzi,79.0,15.0,sauber,ferrari,2021
mick_schumacher,76.0,16.0,haas,ferrari,2021
russell,84.0,17.0,williams,mercedes,2021
mazepin,67.0,18.0,haas,ferrari,2021
latifi,71.0,19.0,williams,mercedes,2021
bottas,92.0,20.0,mercedes,mercedes,2021
hamilton,95.0,1.0,mercedes,mercedes,2021
max_verstappen,95.0,2.0,red_bull,rbpt,2021
bottas,92.0,3.0,mercedes,mercedes,2021
ocon,86.0,4.0,alpine,renault,2021
ricciardo,90.0,5.0,mclaren,mercedes,2021
gasly,90.0,6.0,rb,rbpt,2021
leclerc,88.0,7.0,ferrari,ferrari,2021
sainz,87.0,8.0,ferrari,ferrari,2021
giovinazzi,79.0,9.0,sauber,ferrari,2021
norris,91.0,10.0,mclaren,mercedes,2021
stroll,83.0,11.0,aston_martin,mercedes,2021
latifi,71.0,12.0,williams,mercedes,2021
alonso,89.0,13.0,alpine,renault,2021
tsunoda,82.0,14.0,rb,rbpt,2021
raikkonen,87.0,15.0,sauber,ferrari,2021
vettel,89.0,16.0,aston_martin,mercedes,2021
perez,87.0,17.0,red_bull,rbpt,2021
mazepin,67.0,18.0,haas,ferrari,2021
russell,84.0,19.0,williams,mercedes,2021
mick_schumacher,76.0,20.0,haas,ferrari,2021
max_verstappen,95.0,1.0,red_bull,rbpt,2021
hamilton,95.0,2.0,mercedes,mercedes,2021
sainz,87.0,3.0,ferrari,ferrari,2021
tsunoda,82.0,4.0,rb,rbpt,2021
gasly,90.0,5.0,rb,rbpt,2021
bottas,92.0,6.0,mercedes,mercedes,2021
norris,91.0,7.0,mclaren,mercedes,2021
alonso,89.0,8.0,alpine,renault,2021
ocon,86.0,9.0,alpine,renault,2021
leclerc,88.0,10.0,ferrari,ferrari,2021
vettel,89.0,11.0,aston_martin,mercedes,2021
ricciardo,90.0,12.0,mclaren,mercedes,2021
stroll,83.0,13.0,aston_martin,mercedes,2021
mick_schumacher,76.0,14.0,haas,ferrari,2021
perez,87.0,15.0,red_bull,rbpt,2021
latifi,71.0,16.0,williams,mercedes,2021
giovinazzi,79.0,17.0,sauber,ferrari,2021
russell,84.0,18.0,williams,mercedes,2021
raikkonen,87.0,19.0,sauber,ferrari,2021
mazepin,67.0,,haas,ferrari,2021
leclerc,92.0,1.0,ferrari,ferrari,2022
sainz,87.0,2.0,ferrari,ferrari,2022
hamilton,94.0,3.0,mercedes,mercedes,2022
russell,90.0,4.0,mercedes,mercedes,2022
kevin_magnussen,81.0,5.0,haas,ferrari,2022
bottas,88.0,6.0,sauber,ferrari,2022
ocon,83.0,7.0,alpine,renault,2022
tsunoda,78.0,8.0,rb,rbpt,2022
alonso,89.0,9.0,alpine,renault,2022
zhou,70.0,10.0,sauber,ferrari,2022
mick_schumacher,77.0,11.0,haas,ferrari,2022
stroll,80.0,12.0,aston_martin,mercedes,2022
albon,82.0,13.0,williams,mercedes,2022
ricciardo,83.0,14.0,mclaren,mercedes,2022
norris,90.0,15.0,mclaren,mercedes,2022
latifi,70.0,16.0,williams,mercedes,2022
hulkenberg,,17.0,aston_martin,mercedes,2022
perez,88.0,18.0,red_bull,rbpt,2022
max_verstappen,94.0,19.0,red_bull,rbpt,2022
gasly,84.0,20.0,rb,rbpt,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
leclerc,92.0,2.0,ferrari,ferrari,2022
sainz,87.0,3.0,ferrari,ferrari,2022
perez,88.0,4.0,red_bull,rbpt,2022
russell,90.0,5.0,mercedes,mercedes,2022
ocon,83.0,6.0,alpine,renault,2022
norris,90.0,7.0,mclaren,mercedes,2022
gasly,84.0,8.0,rb,rbpt,2022
kevin_magnussen,81.0,9.0,haas,ferrari,2022
hamilton,94.0,10.0,mercedes,mercedes,2022
zhou,70.0,11.0,sauber,ferrari,2022
hulkenberg,,12.0,aston_martin,mercedes,2022
stroll,80.0,13.0,aston_martin,mercedes,2022
albon,82.0,14.0,williams,mercedes,2022
bottas,88.0,15.0,sauber,ferrari,2022
alonso,89.0,16.0,alpine,renault,2022
ricciardo,83.0,17.0,mclaren,mercedes,2022
latifi,70.0,18.0,williams,mercedes,2022
tsunoda,78.0,19.0,rb,rbpt,2022
mick_schumacher,77.0,,haas,ferrari,2022
leclerc,92.0,1.0,ferrari,ferrari,2022
perez,88.0,2.0,red_bull,rbpt,2022
russell,90.0,3.0,mercedes,mercedes,2022
hamilton,94.0,4.0,mercedes,mercedes,2022
norris,90.0,5.0,mclaren,mercedes,2022
ricciardo,83.0,6.0,mclaren,mercedes,2022
ocon,83.0,7.0,alpine,renault,2022
bottas,88.0,8.0,sauber,ferrari,2022
gasly,84.0,9.0,rb,rbpt,2022
albon,82.0,10.0,williams,mercedes,2022
zhou,70.0,11.0,sauber,ferrari,2022
stroll,80.0,12.0,aston_martin,mercedes,2022
mick_schumacher,77.0,13.0,haas,ferrari,2022
kevin_magnussen,81.0,14.0,haas,ferrari,2022
tsunoda,78.0,15.0,rb,rbpt,2022
latifi,70.0,16.0,williams,mercedes,2022
alonso,89.0,17.0,alpine,renault,2022
max_verstappen,94.0,18.0,red_bull,rbpt,2022
vettel,85.0,19.0,aston_martin,mercedes,2022
sainz,87.0,20.0,ferrari,ferrari,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
perez,88.0,2.0,red_bull,rbpt,2022
norris,90.0,3.0,mclaren,mercedes,2022
russell,90.0,4.0,mercedes,mercedes,2022
bottas,88.0,5.0,sauber,ferrari,2022
leclerc,92.0,6.0,ferrari,ferrari,2022
tsunoda,78.0,7.0,rb,rbpt,2022
vettel,85.0,8.0,aston_martin,mercedes,2022
kevin_magnussen,81.0,9.0,haas,ferrari,2022
stroll,80.0,10.0,aston_martin,mercedes,2022
albon,82.0,11.0,williams,mercedes,2022
gasly,84.0,12.0,rb,rbpt,2022
hamilton,94.0,13.0,mercedes,mercedes,2022
ocon,83.0,14.0,alpine,renault,2022
zhou,70.0,15.0,sauber,ferrari,2022
latifi,70.0,16.0,williams,mercedes,2022
mick_schumacher,77.0,17.0,haas,ferrari,2022
ricciardo,83.0,18.0,mclaren,mercedes,2022
alonso,89.0,19.0,alpine,renault,2022
sainz,87.0,20.0,ferrari,ferrari,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
leclerc,92.0,2.0,ferrari,ferrari,2022
sainz,87.0,3.0,ferrari,ferrari,2022
perez,88.0,4.0,red_bull,rbpt,2022
russell,90.0,5.0,mercedes,mercedes,2022
hamilton,94.0,6.0,mercedes,mercedes,2022
bottas,88.0,7.0,sauber,ferrari,2022
ocon,83.0,8.0,alpine,renault,2022
albon,82.0,9.0,williams,mercedes,2022
stroll,80.0,10.0,aston_martin,mercedes,2022
alonso,89.0,11.0,alpine,renault,2022
tsunoda,78.0,12.0,rb,rbpt,2022
ricciardo,83.0,13.0,mclaren,mercedes,2022
latifi,70.0,14.0,williams,mercedes,2022
mick_schumacher,77.0,15.0,haas,ferrari,2022
kevin_magnussen,81.0,16.0,haas,ferrari,2022
vettel,85.0,17.0,aston_martin,mercedes,2022
gasly,84.0,18.0,rb,rbpt,2022
norris,90.0,19.0,mclaren,mercedes,2022
zhou,70.0,20.0,sauber,ferrari,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
perez,88.0,2.0,red_bull,rbpt,2022
russell,90.0,3.0,mercedes,mercedes,2022
sainz,87.0,4.0,ferrari,ferrari,2022
hamilton,94.0,5.0,mercedes,mercedes,2022
bottas,88.0,6.0,sauber,ferrari,2022
ocon,83.0,7.0,alpine,renault,2022
norris,90.0,8.0,mclaren,mercedes,2022
alonso,89.0,9.0,alpine,renault,2022
tsunoda,78.0,10.0,rb,rbpt,2022
vettel,85.0,11.0,aston_martin,mercedes,2022
ricciardo,83.0,12.0,mclaren,mercedes,2022
gasly,84.0,13.0,rb,rbpt,2022
mick_schumacher,77.0,14.0,haas,ferrari,2022
stroll,80.0,15.0,aston_martin,mercedes,2022
latifi,70.0,16.0,williams,mercedes,2022
kevin_magnussen,81.0,17.0,haas,ferrari,2022
albon,82.0,18.0,williams,mercedes,2022
zhou,70.0,19.0,sauber,ferrari,2022
leclerc,92.0,20.0,ferrari,ferrari,2022
perez,88.0,1.0,red_bull,rbpt,2022
sainz,87.0,2.0,ferrari,ferrari,2022
max_verstappen,94.0,3.0,red_bull,rbpt,2022
leclerc,92.0,4.0,ferrari,ferrari,2022
russell,90.0,5.0,mercedes,mercedes,2022
norris,90.0,6.0,mclaren,mercedes,2022
alonso,89.0,7.0,alpine,renault,2022
hamilton,94.0,8.0,mercedes,mercedes,2022
bottas,88.0,9.0,sauber,ferrari,2022
vettel,85.0,10.0,aston_martin,mercedes,2022
gasly,84.0,11.0,rb,rbpt,2022
ocon,83.0,12.0,alpine,renault,2022
ricciardo,83.0,13.0,mclaren,mercedes,2022
stroll,80.0,14.0,aston_martin,mercedes,2022
latifi,70.0,15.0,williams,mercedes,2022
zhou,70.0,16.0,sauber,ferrari,2022
tsunoda,78.0,17.0,rb,rbpt,2022
albon,82.0,18.0,williams,mercedes,2022
mick_schumacher,77.0,19.0,haas,ferrari,2022
kevin_magnussen,81.0,20.0,haas,ferrari,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
perez,88.0,2.0,red_bull,rbpt,2022
russell,90.0,3.0,mercedes,mercedes,2022
hamilton,94.0,4.0,mercedes,mercedes,2022
gasly,84.0,5.0,rb,rbpt,2022
vettel,85.0,6.0,aston_martin,mercedes,2022
alonso,89.0,7.0,alpine,renault,2022
ricciardo,83.0,8.0,mclaren,mercedes,2022
norris,90.0,9.0,mclaren,mercedes,2022
ocon,83.0,10.0,alpine,renault,2022
bottas,88.0,11.0,sauber,ferrari,2022
albon,82.0,12.0,williams,mercedes,2022
tsunoda,78.0,13.0,rb,rbpt,2022
mick_schumacher,77.0,14.0,haas,ferrari,2022
latifi,70.0,15.0,williams,mercedes,2022
stroll,80.0,16.0,aston_martin,mercedes,2022
kevin_magnussen,81.0,17.0,haas,ferrari,2022
zhou,70.0,18.0,sauber,ferrari,2022
leclerc,92.0,19.0,ferrari,ferrari,2022
sainz,87.0,20.0,ferrari,ferrari,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
sainz,87.0,2.0,ferrari,ferrari,2022
hamilton,94.0,3.0,mercedes,mercedes,2022
russell,90.0,4.0,mercedes,mercedes,2022
leclerc,92.0,5.0,ferrari,ferrari,2022
ocon,83.0,6.0,alpine,renault,2022
bottas,88.0,7.0,sauber,ferrari,2022
zhou,70.0,8.0,sauber,ferrari,2022
alonso,89.0,9.0,alpine,renault,2022
stroll,80.0,10.0,aston_martin,mercedes,2022
ricciardo,83.0,11.0,mclaren,mercedes,2022
vettel,85.0,12.0,aston_martin,mercedes,2022
albon,82.0,13.0,williams,mercedes,2022
gasly,84.0,14.0,rb,rbpt,2022
norris,90.0,15.0,mclaren,mercedes,2022
latifi,70.0,16.0,williams,mercedes,2022
kevin_magnussen,81.0,17.0,haas,ferrari,2022
tsunoda,78.0,18.0,rb,rbpt,2022
mick_schumacher,77.0,19.0,haas,ferrari,2022
perez,88.0,20.0,red_bull,rbpt,2022
sainz,87.0,1.0,ferrari,ferrari,2022
perez,88.0,2.0,red_bull,rbpt,2022
hamilton,94.0,3.0,mercedes,mercedes,2022
leclerc,92.0,4.0,ferrari,ferrari,2022
alonso,89.0,5.0,alpine,renault,2022
norris,90.0,6.0,mclaren,mercedes,2022
max_verstappen,94.0,7.0,red_bull,rbpt,2022
mick_schumacher,77.0,8.0,haas,ferrari,2022
vettel,85.0,9.0,aston_martin,mercedes,2022
kevin_magnussen,81.0,10.0,haas,ferrari,2022
stroll,80.0,11.0,aston_martin,mercedes,2022
latifi,70.0,12.0,williams,mercedes,2022
ricciardo,83.0,13.0,mclaren,mercedes,2022
tsunoda,78.0,14.0,rb,rbpt,2022
ocon,83.0,15.0,alpine,renault,2022
gasly,84.0,16.0,rb,rbpt,2022
bottas,88.0,17.0,sauber,ferrari,2022
russell,90.0,18.0,mercedes,mercedes,2022
zhou,70.0,19.0,sauber,ferrari,2022
albon,82.0,20.0,williams,mercedes,2022
leclerc,92.0,1.0,ferrari,ferrari,2022
max_verstappen,94.0,2.0,red_bull,rbpt,2022
hamilton,94.0,3.0,mercedes,mercedes,2022
russell,90.0,4.0,mercedes,mercedes,2022
ocon,83.0,5.0,alpine,renault,2022
mick_schumacher,77.0,6.0,haas,ferrari,2022
norris,90.0,7.0,mclaren,mercedes,2022
kevin_magnussen,81.0,8.0,haas,ferrari,2022
ricciardo,83.0,9.0,mclaren,mercedes,2022
alonso,89.0,10.0,alpine,renault,2022
bottas,88.0,11.0,sauber,ferrari,2022
albon,82.0,12.0,williams,mercedes,2022
stroll,80.0,13.0,aston_martin,mercedes,2022
zhou,70.0,14.0,sauber,ferrari,2022
gasly,84.0,15.0,rb,rbpt,2022
tsunoda,78.0,16.0,rb,rbpt,2022
vettel,85.0,17.0,aston_martin,mercedes,2022
sainz,87.0,18.0,ferrari,ferrari,2022
latifi,70.0,19.0,williams,mercedes,2022
perez,88.0,20.0,red_bull,rbpt,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
hamilton,94.0,2.0,mercedes,mercedes,2022
russell,90.0,3.0,mercedes,mercedes,2022
perez,88.0,4.0,red_bull,rbpt,2022
sainz,87.0,5.0,ferrari,ferrari,2022
alonso,89.0,6.0,alpine,renault,2022
norris,90.0,7.0,mclaren,mercedes,2022
ocon,83.0,8.0,alpine,renault,2022
ricciardo,83.0,9.0,mclaren,mercedes,2022
stroll,80.0,10.0,aston_martin,mercedes,2022
vettel,85.0,11.0,aston_martin,mercedes,2022
gasly,84.0,12.0,rb,rbpt,2022
albon,82.0,13.0,williams,mercedes,2022
bottas,88.0,14.0,sauber,ferrari,2022
mick_schumacher,77.0,15.0,haas,ferrari,2022
zhou,70.0,16.0,sauber,ferrari,2022
latifi,70.0,17.0,williams,mercedes,2022
kevin_magnussen,81.0,18.0,haas,ferrari,2022
leclerc,92.0,19.0,ferrari,ferrari,2022
tsunoda,78.0,20.0,rb,rbpt,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
hamilton,94.0,2.0,mercedes,mercedes,2022
russell,90.0,3.0,mercedes,mercedes,2022
sainz,87.0,4.0,ferrari,ferrari,2022
perez,88.0,5.0,red_bull,rbpt,2022
leclerc,92.0,6.0,ferrari,ferrari,2022
norris,90.0,7.0,mclaren,mercedes,2022
alonso,89.0,8.0,alpine,renault,2022
ocon,83.0,9.0,alpine,renault,2022
vettel,85.0,10.0,aston_martin,mercedes,2022
stroll,80.0,11.0,aston_martin,mercedes,2022
gasly,84.0,12.0,rb,rbpt,2022
zhou,70.0,13.0,sauber,ferrari,2022
mick_schumacher,77.0,14.0,haas,ferrari,2022
ricciardo,83.0,15.0,mclaren,mercedes,2022
kevin_magnussen,81.0,16.0,haas,ferrari,2022
albon,82.0,17.0,williams,mercedes,2022
latifi,70.0,18.0,williams,mercedes,2022
tsunoda,78.0,19.0,rb,rbpt,2022
bottas,88.0,20.0,sauber,ferrari,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
perez,88.0,2.0,red_bull,rbpt,2022
sainz,87.0,3.0,ferrari,ferrari,2022
russell,90.0,4.0,mercedes,mercedes,2022
alonso,89.0,5.0,alpine,renault,2022
leclerc,92.0,6.0,ferrari,ferrari,2022
ocon,83.0,7.0,alpine,renault,2022
vettel,85.0,8.0,aston_martin,mercedes,2022
gasly,84.0,9.0,rb,rbpt,2022
albon,82.0,10.0,williams,mercedes,2022
stroll,80.0,11.0,aston_martin,mercedes,2022
norris,90.0,12.0,mclaren,mercedes,2022
tsunoda,78.0,13.0,rb,rbpt,2022
zhou,70.0,14.0,sauber,ferrari,2022
ricciardo,83.0,15.0,mclaren,mercedes,2022
kevin_magnussen,81.0,16.0,haas,ferrari,2022
mick_schumacher,77.0,17.0,haas,ferrari,2022
latifi,70.0,18.0,williams,mercedes,2022
bottas,88.0,19.0,sauber,ferrari,2022
hamilton,94.0,20.0,mercedes,mercedes,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
russell,90.0,2.0,mercedes,mercedes,2022
leclerc,92.0,3.0,ferrari,ferrari,2022
hamilton,94.0,4.0,mercedes,mercedes,2022
perez,88.0,5.0,red_bull,rbpt,2022
alonso,89.0,6.0,alpine,renault,2022
norris,90.0,7.0,mclaren,mercedes,2022
sainz,87.0,8.0,ferrari,ferrari,2022
ocon,83.0,9.0,alpine,renault,2022
stroll,80.0,10.0,aston_martin,mercedes,2022
gasly,84.0,11.0,rb,rbpt,2022
albon,82.0,12.0,williams,mercedes,2022
mick_schumacher,77.0,13.0,haas,ferrari,2022
vettel,85.0,14.0,aston_martin,mercedes,2022
kevin_magnussen,81.0,15.0,haas,ferrari,2022
zhou,70.0,16.0,sauber,ferrari,2022
ricciardo,83.0,17.0,mclaren,mercedes,2022
latifi,70.0,18.0,williams,mercedes,2022
bottas,88.0,19.0,sauber,ferrari,2022
tsunoda,78.0,20.0,rb,rbpt,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
leclerc,92.0,2.0,ferrari,ferrari,2022
russell,90.0,3.0,mercedes,mercedes,2022
sainz,87.0,4.0,ferrari,ferrari,2022
hamilton,94.0,5.0,mercedes,mercedes,2022
perez,88.0,6.0,red_bull,rbpt,2022
norris,90.0,7.0,mclaren,mercedes,2022
gasly,84.0,8.0,rb,rbpt,2022
de_vries,,9.0,williams,mercedes,2022
zhou,70.0,10.0,sauber,ferrari,2022
ocon,83.0,11.0,alpine,renault,2022
mick_schumacher,77.0,12.0,haas,ferrari,2022
bottas,88.0,13.0,sauber,ferrari,2022
tsunoda,78.0,14.0,rb,rbpt,2022
latifi,70.0,15.0,williams,mercedes,2022
kevin_magnussen,81.0,16.0,haas,ferrari,2022
ricciardo,83.0,17.0,mclaren,mercedes,2022
stroll,80.0,18.0,aston_martin,mercedes,2022
alonso,89.0,19.0,alpine,renault,2022
vettel,85.0,20.0,aston_martin,mercedes,2022
perez,88.0,1.0,red_bull,rbpt,2022
leclerc,92.0,2.0,ferrari,ferrari,2022
sainz,87.0,3.0,ferrari,ferrari,2022
norris,90.0,4.0,mclaren,mercedes,2022
ricciardo,83.0,5.0,mclaren,mercedes,2022
stroll,80.0,6.0,aston_martin,mercedes,2022
max_verstappen,94.0,7.0,red_bull,rbpt,2022
vettel,85.0,8.0,aston_martin,mercedes,2022
hamilton,94.0,9.0,mercedes,mercedes,2022
gasly,84.0,10.0,rb,rbpt,2022
bottas,88.0,11.0,sauber,ferrari,2022
kevin_magnussen,81.0,12.0,haas,ferrari,2022
mick_schumacher,77.0,13.0,haas,ferrari,2022
russell,90.0,14.0,mercedes,mercedes,2022
tsunoda,78.0,15.0,rb,rbpt,2022
ocon,83.0,16.0,alpine,renault,2022
albon,82.0,17.0,williams,mercedes,2022
alonso,89.0,18.0,alpine,renault,2022
latifi,70.0,19.0,williams,mercedes,2022
zhou,70.0,20.0,sauber,ferrari,2022
max_verstappen,94.0,1.0,red_bull,rbpt,2022
