DriverId,TeamId,Position,Season,Engine2020,Engine2021,Engine2022,Engine2023,Engine2024,Rating
raikkonen,sauber,8.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
perez,red_bull,9.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
russell,williams,10.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
stroll,aston_martin,11.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
vettel,aston_martin,12.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
gasly,rb,13.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
ocon,alpine,14.0,2021,renault,renault,renault,renault,renault,86.0
leclerc,ferrari,15.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
giovinazzi,sauber,16.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
tsunoda,rb,17.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
mazepin,haas,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
latifi,williams,19.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
mick_schumacher,haas,20.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
bottas,mercedes,1.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
max_verstappen,red_bull,2.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
perez,red_bull,3.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
leclerc,ferrari,4.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
hamilton,mercedes,5.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
gasly,rb,6.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
norris,mclaren,7.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
sainz,ferrari,8.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
stroll,aston_martin,9.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
ocon,alpine,10.0,2021,renault,renault,renault,renault,renault,86.0
giovinazzi,sauber,11.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
raikkonen,sauber,12.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
ricciardo,mclaren,13.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
tsunoda,rb,14.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
russell,williams,15.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
alonso,alpine,16.0,2021,renault,renault,renault,renault,renault,89.0
latifi,williams,17.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
vettel,aston_martin,18.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
mick_schumacher,haas,19.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
mazepin,haas,20.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
max_verstappen,red_bull,1.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
hamilton,mercedes,2.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
perez,red_bull,3.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
leclerc,ferrari,4.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
ricciardo,mclaren,5.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
bottas,mercedes,6.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
sainz,ferrari,7.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
norris,mclaren,8.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
tsunoda,rb,9.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
vettel,aston_martin,10.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
giovinazzi,sauber,11.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
stroll,aston_martin,12.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
raikkonen,sauber,13.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
russell,williams,14.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
latifi,williams,15.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
mick_schumacher,haas,16.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
mazepin,haas,17.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
alonso,alpine,18.0,2021,renault,renault,renault,renault,renault,89.0
ocon,alpine,19.0,2021,renault,renault,renault,renault,renault,86.0
gasly,rb,20.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
max_verstappen,red_bull,1.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
hamilton,mercedes,2.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
perez,red_bull,3.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
gasly,rb,4.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
leclerc,ferrari,5.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
sainz,ferrari,6.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
vettel,aston_martin,7.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
raikkonen,sauber,8.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
alonso,alpine,9.0,2021,renault,renault,renault,renault,renault,89.0
norris,mclaren,10.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
giovinazzi,sauber,11.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
ricciardo,mclaren,12.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
ocon,alpine,13.0,2021,renault,renault,renault,renault,renault,86.0
stroll,aston_martin,14.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
bottas,mercedes,15.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
russell,williams,16.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
latifi,williams,17.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
mazepin,haas,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
mick_schumacher,haas,19.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
tsunoda,rb,20.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
hamilton,mercedes,1.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
max_verstappen,red_bull,2.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
bottas,mercedes,3.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
perez,red_bull,4.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
leclerc,ferrari,5.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
sainz,ferrari,6.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
gasly,rb,7.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
ocon,alpine,8.0,2021,renault,renault,renault,renault,renault,86.0
alonso,alpine,9.0,2021,renault,renault,renault,renault,renault,89.0
norris,mclaren,10.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
vettel,aston_martin,11.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
raikkonen,sauber,12.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
russell,williams,13.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
giovinazzi,sauber,14.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
tsunoda,rb,15.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
latifi,williams,16.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
mazepin,haas,17.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
mick_schumacher,haas,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
ricciardo,mclaren,19.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
stroll,aston_martin,20.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
hamilton,mercedes,1.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
max_verstappen,red_bull,2.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
alonso,alpine,3.0,2021,renault,renault,renault,renault,renault,89.0
perez,red_bull,4.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
ocon,alpine,5.0,2021,renault,renault,renault,renault,renault,86.0
stroll,aston_martin,6.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
sainz,ferrari,7.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
leclerc,ferrari,8.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
norris,mclaren,9.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
vettel,aston_martin,10.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
gasly,rb,11.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
ricciardo,mclaren,12.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
tsunoda,rb,13.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
raikkonen,sauber,14.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
giovinazzi,sauber,15.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
mick_schumacher,haas,16.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
russell,williams,17.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
mazepin,haas,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
latifi,williams,19.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
bottas,mercedes,20.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
hamilton,mercedes,1.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
max_verstappen,red_bull,2.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
bottas,mercedes,3.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
ocon,alpine,4.0,2021,renault,renault,renault,renault,renault,86.0
ricciardo,mclaren,5.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
gasly,rb,6.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
leclerc,ferrari,7.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
sainz,ferrari,8.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
giovinazzi,sauber,9.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
norris,mclaren,10.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
stroll,aston_martin,11.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
latifi,williams,12.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
alonso,alpine,13.0,2021,renault,renault,renault,renault,renault,89.0
tsunoda,rb,14.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
raikkonen,sauber,15.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
vettel,aston_martin,16.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
perez,red_bull,17.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
mazepin,haas,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
russell,williams,19.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
mick_schumacher,haas,20.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
max_verstappen,red_bull,1.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
hamilton,mercedes,2.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
sainz,ferrari,3.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
tsunoda,rb,4.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
gasly,rb,5.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
bottas,mercedes,6.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
norris,mclaren,7.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
alonso,alpine,8.0,2021,renault,renault,renault,renault,renault,89.0
ocon,alpine,9.0,2021,renault,renault,renault,renault,renault,86.0
leclerc,ferrari,10.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
vettel,aston_martin,11.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
ricciardo,mclaren,12.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
stroll,aston_martin,13.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
mick_schumacher,haas,14.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
perez,red_bull,15.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
latifi,williams,16.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
giovinazzi,sauber,17.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
russell,williams,18.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
raikkonen,sauber,19.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
mazepin,haas,,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
leclerc,ferrari,1.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,92.0
sainz,ferrari,2.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
hamilton,mercedes,3.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,94.0
russell,mercedes,4.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,90.0
kevin_magnussen,haas,5.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,81.0
bottas,sauber,6.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
ocon,alpine,7.0,2022,renault,renault,renault,renault,renault,83.0
tsunoda,rb,8.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,78.0
alonso,alpine,9.0,2022,renault,renault,renault,renault,renault,89.0
zhou,sauber,10.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,70.0
mick_schumacher,haas,11.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,77.0
stroll,aston_martin,12.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,80.0
albon,williams,13.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,82.0
ricciardo,mclaren,14.0,2022,renault,mercedes,mercedes,mercedes,mercedes,83.0
norris,mclaren,15.0,2022,renault,mercedes,mercedes,mercedes,mercedes,90.0
latifi,williams,16.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,70.0
hulkenberg,aston_martin,17.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,
perez,red_bull,18.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,88.0
max_verstappen,red_bull,19.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,94.0
gasly,rb,20.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,84.0
max_verstappen,red_bull,1.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,94.0
leclerc,ferrari,2.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,92.0
sainz,ferrari,3.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
perez,red_bull,4.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,88.0
russell,mercedes,5.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,90.0
ocon,alpine,6.0,2022,renault,renault,renault,renault,renault,83.0
norris,mclaren,7.0,2022,renault,mercedes,mercedes,mercedes,mercedes,90.0
gasly,rb,8.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,84.0
kevin_magnussen,haas,9.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,81.0
hamilton,mercedes,10.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,94.0
zhou,sauber,11.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,70.0
hulkenberg,aston_martin,12.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,
stroll,aston_martin,13.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,80.0
albon,williams,14.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,82.0
bottas,sauber,15.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
alonso,alpine,16.0,2022,renault,renault,renault,renault,renault,89.0
ricciardo,mclaren,17.0,2022,renault,mercedes,mercedes,mercedes,mercedes,83.0
latifi,williams,18.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,70.0
tsunoda,rb,19.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,78.0
mick_schumacher,haas,,2022,ferrari,ferrari,ferrari,ferrari,ferrari,77.0
leclerc,ferrari,1.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,92.0
perez,red_bull,2.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,88.0
russell,mercedes,3.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,90.0
hamilton,mercedes,4.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,94.0
norris,mclaren,5.0,2022,renault,mercedes,mercedes,mercedes,mercedes,90.0
ricciardo,mclaren,6.0,2022,renault,mercedes,mercedes,mercedes,mercedes,83.0
ocon,alpine,7.0,2022,renault,renault,renault,renault,renault,83.0
bottas,sauber,8.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
gasly,rb,9.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,84.0
albon,williams,10.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,82.0
zhou,sauber,11.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,70.0
stroll,aston_martin,12.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,80.0
mick_schumacher,haas,13.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,77.0
kevin_magnussen,haas,14.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,81.0
tsunoda,rb,15.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,78.0
latifi,williams,16.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,70.0
alonso,alpine,17.0,2022,renault,renault,renault,renault,renault,89.0
max_verstappen,red_bull,18.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,94.0
vettel,aston_martin,19.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,85.0
sainz,ferrari,20.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
max_verstappen,red_bull,1.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,94.0
perez,red_bull,2.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,88.0
norris,mclaren,3.0,2022,renault,mercedes,mercedes,mercedes,mercedes,90.0
russell,mercedes,4.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,90.0
bottas,sauber,5.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
leclerc,ferrari,6.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,92.0
tsunoda,rb,7.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,78.0
vettel,aston_martin,8.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,85.0
kevin_magnussen,haas,9.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,81.0
stroll,aston_martin,10.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,80.0
albon,williams,11.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,82.0
gasly,rb,12.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,84.0
hamilton,mercedes,13.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,94.0
ocon,alpine,14.0,2022,renault,renault,renault,renault,renault,83.0
zhou,sauber,15.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,70.0
latifi,williams,16.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,70.0
mick_schumacher,haas,17.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,77.0
ricciardo,mclaren,18.0,2022,renault,mercedes,mercedes,mercedes,mercedes,83.0
alonso,alpine,19.0,2022,renault,renault,renault,renault,renault,89.0
sainz,ferrari,20.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
max_verstappen,red_bull,1.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,94.0
leclerc,ferrari,2.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,92.0
sainz,ferrari,3.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
perez,red_bull,4.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,88.0
russell,mercedes,5.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,90.0
hamilton,mercedes,6.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,94.0
bottas,sauber,7.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
ocon,alpine,8.0,2022,renault,renault,renault,renault,renault,83.0
albon,williams,9.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,82.0
stroll,aston_martin,10.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,80.0
alonso,alpine,11.0,2022,renault,renault,renault,renault,renault,89.0
tsunoda,rb,12.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,78.0
ricciardo,mclaren,13.0,2022,renault,mercedes,mercedes,mercedes,mercedes,83.0
latifi,williams,14.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,70.0
mick_schumacher,haas,15.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,77.0
kevin_magnussen,haas,16.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,81.0
vettel,aston_martin,17.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,85.0
gasly,rb,18.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,84.0
norris,mclaren,19.0,2022,renault,mercedes,mercedes,mercedes,mercedes,90.0
zhou,sauber,20.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,70.0
max_verstappen,red_bull,1.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,94.0
perez,red_bull,2.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,88.0
russell,mercedes,3.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,90.0
sainz,ferrari,4.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
hamilton,mercedes,5.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,94.0
bottas,sauber,6.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
ocon,alpine,7.0,2022,renault,renault,renault,renault,renault,83.0
norris,mclaren,8.0,2022,renault,mercedes,mercedes,mercedes,mercedes,90.0
alonso,alpine,9.0,2022,renault,renault,renault,renault,renault,89.0
tsunoda,rb,10.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,78.0
vettel,aston_martin,11.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,85.0
ricciardo,mclaren,12.0,2022,renault,mercedes,mercedes,mercedes,mercedes,83.0
gasly,rb,13.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,84.0
mick_schumacher,haas,14.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,77.0
stroll,aston_martin,15.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,80.0
latifi,williams,16.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,70.0
kevin_magnussen,haas,17.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,81.0
albon,williams,18.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,82.0
zhou,sauber,19.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,70.0
leclerc,ferrari,20.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,92.0
perez,red_bull,1.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,88.0
sainz,ferrari,2.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
max_verstappen,red_bull,3.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,94.0
leclerc,ferrari,4.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,92.0
russell,mercedes,5.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,90.0
norris,mclaren,6.0,2022,renault,mercedes,mercedes,mercedes,mercedes,90.0
alonso,alpine,7.0,2022,renault,renault,renault,renault,renault,89.0
hamilton,mercedes,8.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,94.0
bottas,sauber,9.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
vettel,aston_martin,10.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,85.0
gasly,rb,11.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,84.0
ocon,alpine,12.0,2022,renault,renault,renault,renault,renault,83.0
ricciardo,mclaren,13.0,2022,renault,mercedes,mercedes,mercedes,mercedes,83.0
stroll,aston_martin,14.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,80.0
latifi,williams,15.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,70.0
zhou,sauber,16.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,70.0
tsunoda,rb,17.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,78.0
albon,williams,18.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,82.0
mick_schumacher,haas,19.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,77.0
kevin_magnussen,haas,20.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,81.0
max_verstappen,red_bull,1.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,94.0
perez,red_bull,2.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,88.0
russell,mercedes,3.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,90.0
hamilton,mercedes,4.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,94.0
gasly,rb,5.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,84.0
vettel,aston_martin,6.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,85.0
alonso,alpine,7.0,2022,renault,renault,renault,renault,renault,89.0
ricciardo,mclaren,8.0,2022,renault,mercedes,mercedes,mercedes,mercedes,83.0
norris,mclaren,9.0,2022,renault,mercedes,mercedes,mercedes,mercedes,90.0
ocon,alpine,10.0,2022,renault,renault,renault,renault,renault,83.0
bottas,sauber,11.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
albon,williams,12.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,82.0
tsunoda,rb,13.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,78.0
mick_schumacher,haas,14.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,77.0
latifi,williams,15.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,70.0
stroll,aston_martin,16.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,80.0
kevin_magnussen,haas,17.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,81.0
zhou,sauber,18.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,70.0
leclerc,ferrari,19.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,92.0
sainz,ferrari,20.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
max_verstappen,red_bull,1.0,2022,rbpt,rbpt,rbpt,rbpt,rbpt,94.0
sainz,ferrari,2.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
hamilton,mercedes,3.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,94.0
russell,mercedes,4.0,2022,mercedes,mercedes,mercedes,mercedes,mercedes,90.0
leclerc,ferrari,5.0,2022,ferrari,ferrari,ferrari,ferrari,ferrari,92.0
