DriverId,TeamId,Position,Season,Engine2020,Engine2021,Engine2022,Engine2023,Engine2024,Rating
gasly,rb,11.0,2020,rbpt,rbpt,rbpt,rbpt,rbpt,80.0
vettel,ferrari,12.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,89.0
giovinazzi,sauber,13.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,73.0
raikkonen,sauber,14.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
kevin_magnussen,haas,15.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,78.0
aitken,williams,16.0,2020,mercedes,mercedes,mercedes,mercedes,mercedes,
pietro_fittipaldi,haas,17.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,
latifi,williams,18.0,2020,mercedes,mercedes,mercedes,mercedes,mercedes,64.0
max_verstappen,red_bull,19.0,2020,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
leclerc,ferrari,20.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,86.0
max_verstappen,red_bull,1.0,2020,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
bottas,mercedes,2.0,2020,mercedes,mercedes,mercedes,mercedes,mercedes,90.0
hamilton,mercedes,3.0,2020,mercedes,mercedes,mercedes,mercedes,mercedes,94.0
albon,red_bull,4.0,2020,rbpt,rbpt,rbpt,rbpt,rbpt,79.0
norris,mclaren,5.0,2020,renault,mercedes,mercedes,mercedes,mercedes,79.0
sainz,mclaren,6.0,2020,renault,mercedes,mercedes,mercedes,mercedes,82.0
ricciardo,alpine,7.0,2020,renault,renault,renault,renault,renault,87.0
gasly,rb,8.0,2020,rbpt,rbpt,rbpt,rbpt,rbpt,80.0
ocon,alpine,9.0,2020,renault,renault,renault,renault,renault,80.0
stroll,aston_martin,10.0,2020,mercedes,mercedes,mercedes,mercedes,mercedes,78.0
kvyat,rb,11.0,2020,rbpt,rbpt,rbpt,rbpt,rbpt,80.0
raikkonen,sauber,12.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
leclerc,ferrari,13.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,86.0
vettel,ferrari,14.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,89.0
russell,williams,15.0,2020,mercedes,mercedes,mercedes,mercedes,mercedes,75.0
giovinazzi,sauber,16.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,73.0
latifi,williams,17.0,2020,mercedes,mercedes,mercedes,mercedes,mercedes,64.0
kevin_magnussen,haas,18.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,78.0
pietro_fittipaldi,haas,19.0,2020,ferrari,ferrari,ferrari,ferrari,ferrari,
perez,aston_martin,20.0,2020,mercedes,mercedes,mercedes,mercedes,mercedes,85.0
hamilton,mercedes,1.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
max_verstappen,red_bull,2.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
bottas,mercedes,3.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
norris,mclaren,4.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
perez,red_bull,5.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
leclerc,ferrari,6.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
ricciardo,mclaren,7.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
sainz,ferrari,8.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
tsunoda,rb,9.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
stroll,aston_martin,10.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
raikkonen,sauber,11.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
giovinazzi,sauber,12.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
ocon,alpine,13.0,2021,renault,renault,renault,renault,renault,86.0
russell,williams,14.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
vettel,aston_martin,15.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
mick_schumacher,haas,16.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
gasly,rb,17.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
latifi,williams,18.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
alonso,alpine,19.0,2021,renault,renault,renault,renault,renault,89.0
mazepin,haas,20.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
max_verstappen,red_bull,1.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
hamilton,mercedes,2.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
norris,mclaren,3.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
leclerc,ferrari,4.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
sainz,ferrari,5.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
ricciardo,mclaren,6.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
gasly,rb,7.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
stroll,aston_martin,8.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
ocon,alpine,9.0,2021,renault,renault,renault,renault,renault,86.0
alonso,alpine,10.0,2021,renault,renault,renault,renault,renault,89.0
perez,red_bull,11.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
tsunoda,rb,12.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
raikkonen,sauber,13.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
giovinazzi,sauber,14.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
vettel,aston_martin,15.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
mick_schumacher,haas,16.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
mazepin,haas,17.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
bottas,mercedes,18.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
russell,williams,19.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
latifi,williams,20.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
hamilton,mercedes,1.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
max_verstappen,red_bull,2.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
bottas,mercedes,3.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
perez,red_bull,4.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
norris,mclaren,5.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
leclerc,ferrari,6.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
ocon,alpine,7.0,2021,renault,renault,renault,renault,renault,86.0
alonso,alpine,8.0,2021,renault,renault,renault,renault,renault,89.0
ricciardo,mclaren,9.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
gasly,rb,10.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
sainz,ferrari,11.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
giovinazzi,sauber,12.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
vettel,aston_martin,13.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
stroll,aston_martin,14.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
tsunoda,rb,15.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
russell,williams,16.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
mick_schumacher,haas,17.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
latifi,williams,18.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
mazepin,haas,19.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
raikkonen,sauber,20.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
hamilton,mercedes,1.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
max_verstappen,red_bull,2.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
bottas,mercedes,3.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
leclerc,ferrari,4.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
perez,red_bull,5.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
ricciardo,mclaren,6.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
sainz,ferrari,7.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
norris,mclaren,8.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
ocon,alpine,9.0,2021,renault,renault,renault,renault,renault,86.0
gasly,rb,10.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
stroll,aston_martin,11.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
raikkonen,sauber,12.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
vettel,aston_martin,13.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
russell,williams,14.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
giovinazzi,sauber,15.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
latifi,williams,16.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
alonso,alpine,17.0,2021,renault,renault,renault,renault,renault,89.0
mick_schumacher,haas,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
mazepin,haas,19.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
tsunoda,rb,20.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
max_verstappen,red_bull,1.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
sainz,ferrari,2.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
norris,mclaren,3.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
perez,red_bull,4.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
vettel,aston_martin,5.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
gasly,rb,6.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
hamilton,mercedes,7.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
stroll,aston_martin,8.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
ocon,alpine,9.0,2021,renault,renault,renault,renault,renault,86.0
giovinazzi,sauber,10.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
raikkonen,sauber,11.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
ricciardo,mclaren,12.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
alonso,alpine,13.0,2021,renault,renault,renault,renault,renault,89.0
russell,williams,14.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
latifi,williams,15.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
tsunoda,rb,16.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
mazepin,haas,17.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
mick_schumacher,haas,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
bottas,mercedes,19.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
leclerc,ferrari,20.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
perez,red_bull,1.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
vettel,aston_martin,2.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
gasly,rb,3.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
leclerc,ferrari,4.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
norris,mclaren,5.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
alonso,alpine,6.0,2021,renault,renault,renault,renault,renault,89.0
tsunoda,rb,7.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
sainz,ferrari,8.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
ricciardo,mclaren,9.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
raikkonen,sauber,10.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
giovinazzi,sauber,11.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
bottas,mercedes,12.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
mick_schumacher,haas,13.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
mazepin,haas,14.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
hamilton,mercedes,15.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
latifi,williams,16.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
russell,williams,17.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
max_verstappen,red_bull,18.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
stroll,aston_martin,19.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
ocon,alpine,20.0,2021,renault,renault,renault,renault,renault,86.0
max_verstappen,red_bull,1.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
hamilton,mercedes,2.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
perez,red_bull,3.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
bottas,mercedes,4.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
norris,mclaren,5.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
ricciardo,mclaren,6.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
gasly,rb,7.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
alonso,alpine,8.0,2021,renault,renault,renault,renault,renault,89.0
vettel,aston_martin,9.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
stroll,aston_martin,10.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
sainz,ferrari,11.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
russell,williams,12.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
tsunoda,rb,13.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
ocon,alpine,14.0,2021,renault,renault,renault,renault,renault,86.0
giovinazzi,sauber,15.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
leclerc,ferrari,16.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
raikkonen,sauber,17.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
latifi,williams,18.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
mick_schumacher,haas,19.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
mazepin,haas,20.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
max_verstappen,red_bull,1.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
hamilton,mercedes,2.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
bottas,mercedes,3.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
perez,red_bull,4.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
norris,mclaren,5.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
sainz,ferrari,6.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
leclerc,ferrari,7.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
stroll,aston_martin,8.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
alonso,alpine,9.0,2021,renault,renault,renault,renault,renault,89.0
tsunoda,rb,10.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
raikkonen,sauber,11.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
vettel,aston_martin,12.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
ricciardo,mclaren,13.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
ocon,alpine,14.0,2021,renault,renault,renault,renault,renault,86.0
giovinazzi,sauber,15.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
mick_schumacher,haas,16.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
latifi,williams,17.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
mazepin,haas,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
russell,williams,19.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
gasly,rb,20.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
max_verstappen,red_bull,1.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
bottas,mercedes,2.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
norris,mclaren,3.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
hamilton,mercedes,4.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
sainz,ferrari,5.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
perez,red_bull,6.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
ricciardo,mclaren,7.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
leclerc,ferrari,8.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
gasly,rb,9.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
alonso,alpine,10.0,2021,renault,renault,renault,renault,renault,89.0
russell,williams,11.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
tsunoda,rb,12.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
stroll,aston_martin,13.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
giovinazzi,sauber,14.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
raikkonen,sauber,15.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
latifi,williams,16.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
vettel,aston_martin,17.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
mick_schumacher,haas,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
mazepin,haas,19.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
ocon,alpine,20.0,2021,renault,renault,renault,renault,renault,86.0
hamilton,mercedes,1.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
leclerc,ferrari,2.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
bottas,mercedes,3.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
norris,mclaren,4.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
ricciardo,mclaren,5.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
sainz,ferrari,6.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
alonso,alpine,7.0,2021,renault,renault,renault,renault,renault,89.0
stroll,aston_martin,8.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
ocon,alpine,9.0,2021,renault,renault,renault,renault,renault,86.0
tsunoda,rb,10.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
gasly,rb,11.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
russell,williams,12.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
giovinazzi,sauber,13.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
latifi,williams,14.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
raikkonen,sauber,15.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
perez,red_bull,16.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
mazepin,haas,17.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
mick_schumacher,haas,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
vettel,aston_martin,19.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
max_verstappen,red_bull,20.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
ocon,alpine,1.0,2021,renault,renault,renault,renault,renault,86.0
hamilton,mercedes,2.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
sainz,ferrari,3.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
alonso,alpine,4.0,2021,renault,renault,renault,renault,renault,89.0
gasly,rb,5.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
tsunoda,rb,6.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
latifi,williams,7.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
russell,williams,8.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
max_verstappen,red_bull,9.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
raikkonen,sauber,10.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
ricciardo,mclaren,11.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
mick_schumacher,haas,12.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
giovinazzi,sauber,13.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
mazepin,haas,14.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
norris,mclaren,15.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
bottas,mercedes,16.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
perez,red_bull,17.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
leclerc,ferrari,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
stroll,aston_martin,19.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
vettel,aston_martin,20.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
max_verstappen,red_bull,1.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
russell,williams,2.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
hamilton,mercedes,3.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
ricciardo,mclaren,4.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
vettel,aston_martin,5.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
gasly,rb,6.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
ocon,alpine,7.0,2021,renault,renault,renault,renault,renault,86.0
leclerc,ferrari,8.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
latifi,williams,9.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
sainz,ferrari,10.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
alonso,alpine,11.0,2021,renault,renault,renault,renault,renault,89.0
bottas,mercedes,12.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
giovinazzi,sauber,13.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
norris,mclaren,14.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
tsunoda,rb,15.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
mick_schumacher,haas,16.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
mazepin,haas,17.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
raikkonen,sauber,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
perez,red_bull,19.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
stroll,aston_martin,20.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
max_verstappen,red_bull,1.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
hamilton,mercedes,2.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
bottas,mercedes,3.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
gasly,rb,4.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
leclerc,ferrari,5.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
alonso,alpine,6.0,2021,renault,renault,renault,renault,renault,89.0
sainz,ferrari,7.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
perez,red_bull,8.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
ocon,alpine,9.0,2021,renault,renault,renault,renault,renault,86.0
norris,mclaren,10.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
ricciardo,mclaren,11.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
stroll,aston_martin,12.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
vettel,aston_martin,13.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
giovinazzi,sauber,14.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
kubica,sauber,15.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,
latifi,williams,16.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
russell,williams,17.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
mick_schumacher,haas,18.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
tsunoda,rb,19.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
mazepin,haas,20.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
ricciardo,mclaren,1.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
norris,mclaren,2.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
bottas,mercedes,3.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
leclerc,ferrari,4.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,88.0
perez,red_bull,5.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,87.0
sainz,ferrari,6.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
stroll,aston_martin,7.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,83.0
alonso,alpine,8.0,2021,renault,renault,renault,renault,renault,89.0
russell,williams,9.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,84.0
ocon,alpine,10.0,2021,renault,renault,renault,renault,renault,86.0
latifi,williams,11.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,71.0
vettel,aston_martin,12.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,89.0
giovinazzi,sauber,13.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,79.0
kubica,sauber,14.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,
mick_schumacher,haas,15.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,76.0
mazepin,haas,16.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,67.0
hamilton,mercedes,17.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
max_verstappen,red_bull,18.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
gasly,rb,19.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,90.0
tsunoda,rb,20.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,82.0
hamilton,mercedes,1.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,95.0
max_verstappen,red_bull,2.0,2021,rbpt,rbpt,rbpt,rbpt,rbpt,95.0
sainz,ferrari,3.0,2021,ferrari,ferrari,ferrari,ferrari,ferrari,87.0
ricciardo,mclaren,4.0,2021,renault,mercedes,mercedes,mercedes,mercedes,90.0
bottas,mercedes,5.0,2021,mercedes,mercedes,mercedes,mercedes,mercedes,92.0
alonso,alpine,6.0,2021,renault,renault,renault,renault,renault,89.0
norris,mclaren,7.0,2021,renault,mercedes,mercedes,mercedes,mercedes,91.0
